mz	time	mz.min	mz.max	p_0hr_01_1	p_0hr_01_3	p_0hr_01_5	p_0hr_02_1	p_0hr_02_3	p_0hr_02_5	p_0hr_03_1	p_0hr_03_3	p_0hr_03_5	mock_6hr_01_1	mock_6hr_01_3	mock_6hr_01_5	mock_6hr_02_1	mock_6hr_02_3	mock_6hr_02_5	mock_6hr_03_1	mock_6hr_03_3	mock_6hr_03_5	yf_6hr_01_1	yf_6hr_01_3	yf_6hr_01_5	yf_6hr_02_1	yf_6hr_02_3	yf_6hr_02_5	yf_6hr_03_1	yf_6hr_03_3	yf_6hr_03_5
140.9507	27.71379	140.9504	140.951	16.0848	16.9707	15.2792	17.1076	17.1091	17.0773	17.3217	15.2764	17.2919	17.1125	16.1338	15.3483	16.4258	16.4568	16.6582	17.0872	15.5771	17.3108	17.2543	17.1757	17.221	15.6823	15.7502	16.1364	15.5632	15.6337	15.8962
140.9611	24.97621	140.9611	140.9611	15.5166	16.2507	16.6175	16.7772	16.1511	16.2918	16.5189	16.4101	16.371	16.1594	16.4195	16.3167	15.3263	15.1658	16.3328	16.0885	16.2797	16.3226	16.2731	16.4428	16.3554	16.6183	16.3639	16.5553	16.4821	16.4004	16.3399
140.9851	572.4965	140.9851	140.9852	15.4519	17.9095	16.4365	15.9136	15.8086	15.8244	15.6963	15.7172	15.6195	15.8194	15.9464	15.852	15.9732	15.7587	15.7341	15.6573	15.5499	15.5719	15.5753	10.1868	15.8416	15.9197	15.8295	15.7661	15.7851	15.6307	15.7049
140.9852	21.31229	140.9851	140.9852	16.0816	15.6545	15.5822	15.5841	15.226	15.1363	14.5231	13.5116	13.6961	14.8119	15.242	15.3206	14.8803	14.4255	15.2616	15.1203	15.2629	15.2234	15.2008	15.1309	15.1739	14.8697	14.3068	15.2204	14.5953	14.7825	15.1821
140.9908	17.81005	140.9902	140.9909	16.9292	16.9458	15.9468	15.8809	15.3205	15.4421	15.595	15.3993	15.5247	16.2322	16.3109	16.1658	16.2348	16.4558	16.0827	16.0576	15.771	15.5952	15.5204	15.2532	15.4754	16.238	16.5126	16.0782	15.6847	16.0974	16.1845
140.9953	40.70142	140.9951	140.9953	14.5622	9.9658	13.7213	14.3018	13.3754	12.3959	13.7932	14.4232	14.2629	13.8784	13.446	13.6602	13.8358	13.9991	13.8226	13.3785	14.5881	12.7222	13.1506	13.166	13.5805	13.714	9.9658	14.4413	15.0254	13.8696	13.6546
140.9953	519.0345	140.9953	140.9953	14.4678	9.9658	15.3814	9.9658	9.9658	9.9227	11.4501	9.6935	11.6891	12.3593	14.6353	14.4359	14.0036	14.656	14.9804	9.9658	15.1729	9.9658	9.9658	11.5844	9.9658	14.6086	9.9658	14.9277	14.3967	12.4261	13.833
141.023	78.36955	141.0225	141.0231	16.3828	16.8334	16.7898	16.8897	16.8835	17.2353	13.8757	14.563	14.6769	11.801	9.9658	9.9658	13.9429	13.5718	13.9284	12.4347	15.1333	12.8083	9.9658	9.9658	13.4947	14.4338	13.8563	14.6935	13.1824	14.749	15.4785
141.0459	192.5301	141.0459	141.0459	13.1213	14.1244	14.0406	13.5996	14.3075	13.9878	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658
141.0663	163.4555	141.0649	141.0712	16.577	15.0517	16.2811	16.6712	17.0561	15.6431	15.9013	15.6769	16.3518	12.8171	15.6331	16.3466	15.4586	14.7241	15.1051	12.9599	15.6372	16.6863	16.0207	14.2677	15.6035	14.8872	14.1233	15.8834	15.1365	15.6036	15.1834
141.066	495.0277	141.0649	141.0693	14.6161	14.3887	13.5595	14.8537	15.1348	15.3196	13.4482	12.8432	15.3475	15.3026	12.4133	14.6559	14.1338	15.0652	16.5197	14.1351	12.4992	14.4473	13.6073	12.4478	13.7125	12.8735	13.4401	13.8439	13.9916	12.5102	11.9873
141.0757	121.7293	141.0756	141.0763	18.1163	18.2016	18.2339	18.4207	18.2381	18.4314	15.1481	15.809	12.8081	14.68	13.3767	14.8635	13.3332	13.4131	13.3378	11.463	15.882	15.7919	15.3285	13.9183	15.2105	13.0827	13.7872	13.9107	15.1247	13.9727	15.5016
141.0756	517.6221	141.075	141.0757	13.9763	15.3645	14.0212	14.7831	15.3662	15.9203	14.8454	15.162	14.1337	15.1206	14.6765	14.6735	14.5781	10.6544	13.4213	13.5286	14.8473	15.2172	13.1531	13.6685	12.2188	13.0851	10.7034	13.235	10.5106	14.2077	10.9471
141.5211	66.63093	141.5211	141.5211	18.844	19.6692	19.4132	19.7836	19.109	18.3244	15.9297	16.1752	15.9116	15.7004	15.3599	15.7882	16.4013	16.2075	16.2871	15.6909	15.9025	15.9082	15.6301	15.4957	15.5436	15.7096	15.5977	15.7552	15.7984	15.908	15.9031
141.9202	28.62858	141.9202	141.9202	18.8311	19.1511	17.8567	16.9033	19.1639	19.2328	18.65	18.5103	18.639	19.1351	18.8841	18.6228	18.7187	18.5733	18.505	18.7739	18.6275	18.6764	18.8706	18.456	18.4971	18.4856	18.5712	18.492	18.5901	18.7473	18.6345
141.9202	300.8158	141.9202	141.9202	16.606	9.9658	9.9658	15.5078	11.7565	16.0337	15.1485	15.0887	15.1472	16.0277	9.9658	15.1438	16.3407	9.9658	14.8425	15.8799	9.6423	16.2081	15.8515	11.1452	15.8719	15.6529	15.0038	15.3655	15.5308	15.5319	15.6563
141.9513	33.95966	141.9509	141.9528	14.722	9.9658	9.9658	13.7756	13.9067	14.9456	12.6046	12.0896	13.5149	9.9658	13.5971	13.7112	13.8375	13.0071	14.2123	13.5003	13.8335	9.9658	14.1696	13.2568	13.8907	13.4005	12.5508	14.2936	13.7975	13.8749	10.5041
141.9579	25.20801	141.9579	141.9579	20.0979	19.1993	20.0875	20.0507	20.6891	20.6627	19.2143	20.706	20.6799	19.1249	19.3474	19.3011	19.8901	19.6768	19.6114	20.6206	20.7037	20.7547	20.6226	20.6611	20.7797	19.5284	19.4536	19.5821	19.3543	19.3271	19.269
141.9825	13.47293	141.9822	141.9829	19.9234	20.2388	19.1722	20.4351	19.0482	18.4697	19.2534	19.2563	19.28	20.3581	19.5358	19.584	19.9381	19.8595	19.8416	19.3242	19.3456	19.1362	19.1767	18.6496	19.054	19.709	19.7801	19.6442	19.5199	19.5419	19.4818
142.0257	65.79715	142.0257	142.0257	18.7559	18.8499	18.8128	19.2404	19.0528	19.1485	21.2154	21.0782	21.2314	20.7315	20.7861	20.6305	21.1229	21.0994	21.085	21.1475	21.1463	21.3362	20.5527	20.8199	20.795	21.0748	20.9494	21.0181	20.8029	21.1586	21.0033
142.0329	91.1856	142.0314	142.0334	14.0904	14.2824	14.4357	14.2556	14.4238	14.1211	16.8063	16.0828	16.364	16.1135	15.6608	15.6927	15.507	16.4067	15.372	16.0584	17.7847	17.3362	15.3936	17.1116	13.95	15.9161	14.4189	16.1259	16.0526	12.4412	16.0596
142.0332	292.4095	142.0327	142.0334	7.2545	13.0357	14.736	15.186	14.2001	14.0258	11.3296	14.1757	12.3573	13.0757	14.8025	14.0065	11.4084	14.4352	11.0613	15.2425	13.1225	12.4007	12.5256	14.0816	13.5197	14.0026	13.9143	13.8285	14.2536	13.0446	13.6606
142.0312	529.2373	142.0302	142.0334	13.226	14.8906	14.0797	11.8012	13.4658	12.4079	12.462	13.0565	12.1857	14.836	14.4098	14.2491	13.2358	12.8784	12.6919	14.0153	13.7418	14.6573	12.4542	12.893	11.3404	12.8228	10.3634	12.1498	10.9836	7.6407	11.3372
142.5406	70.70102	142.5406	142.5406	21.1361	21.3795	21.7133	21.6871	21.626	21.5595	17.7321	17.5806	17.7061	17.3664	17.3456	18.4931	18.085	18.3272	17.9936	17.8635	17.3672	17.3334	16.9117	17.2392	17.2205	17.3303	17.1792	17.1103	17.233	17.1164	17.2287
142.9214	28.9213	142.9214	142.9214	16.6127	16.9252	15.7688	15.4864	16.3208	16.2952	16.4868	16.8247	16.6918	17.5511	16.0531	17.2581	17.0717	17.1024	17.1251	17.4528	16.3718	16.3898	16.9029	17.143	16.8749	16.5057	15.8128	16.8454	17.1354	16.4316	16.644
142.938	122.8392	142.9376	142.9383	14.352	9.9658	9.9658	9.9658	15.2392	15.2283	14.9635	15.0331	14.5526	14.5007	14.1155	13.684	15.4307	14.7294	14.7185	14.7021	14.5459	15.3374	15.2046	15.0869	15.0849	13.2971	15.0861	15.0997	13.8158	13.4398	15.1938
142.9379	519.1982	142.9376	142.9383	16.1008	9.9658	9.9658	11.1619	12.8819	13.9517	15.0255	14.6962	13.9865	15.6499	15.7833	9.9658	13.9214	15.8243	13.6361	13.6614	13.489	12.7653	13.0967	14.9697	13.6793	13.8216	13.9184	14.1663	15.1899	14.9814	15.1711
142.9607	552.0541	142.9589	142.9615	15.6169	18.5188	18.6519	16.4996	16.7426	16.5851	16.8362	15.0634	16.7901	16.7736	16.9114	16.8691	16.9343	16.778	16.0706	18.1961	16.6929	14.8923	14.7372	16.7358	9.9658	16.9754	16.9283	16.9822	17.0423	16.9298	16.9435
142.9612	24.23364	142.9586	142.9615	16.3647	16.1298	14.9678	15.4452	16.0722	16.0262	15.3941	14.867	14.5846	15.0659	15.9637	14.9304	16.0092	15.097	15.7458	16.0068	16.0964	14.333	14.7755	14.4764	14.4428	14.9854	16.0025	15.4496	14.8258	14.6485	14.6875
142.9662	488.2253	142.966	142.9666	16.0643	17.4924	15.8036	16.1082	15.6294	15.4418	13.9414	9.9658	15.6812	14.2068	14.2045	15.8823	16.8102	16.7248	14.247	17.0421	17.2586	17.0858	17.5196	17.2881	9.9658	15.4338	16.3165	16.4202	14.2508	9.9658	14.3161
142.9844	19.93016	142.9828	142.9867	16.4972	15.5253	16.0559	15.8142	14.73	14.7355	15.4195	15.2942	15.2864	15.5981	14.4503	14.8651	15.7309	15.7161	15.8176	15.4981	15.1117	15.7148	15.0586	14.5165	15.0625	16.0757	15.7256	15.3817	15.6928	15.519	15.6014
143.039	354.0958	143.039	143.039	19.6134	23.1248	21.7326	20.8411	9.9658	22.627	23.2126	22.4537	19.2438	21.7087	21.6505	23.1873	9.9658	18.4411	19.7802	22.5846	20.0871	22.5934	22.7489	21.6506	21.4933	21.6917	21.5811	22.7899	18.785	21.0603	22.3639
143.0391	40.06499	143.039	143.0396	20.2095	18.5286	19.3946	19.2392	18.7607	19.5872	19.255	18.8598	19.2198	20.0504	18.7014	18.8938	19.0277	18.893	19.04	18.6196	18.9292	18.8797	19.1086	18.9115	18.8589	19.0654	18.8017	18.9881	19.8214	18.7815	18.7175
143.0717	83.21301	143.0671	143.0726	15.8429	13.8983	16.2186	16.5007	15.1999	15.5	17.279	14.4795	17.9094	15.0773	17.7727	17.5312	15.0084	17.1883	17.2605	17.1654	16.9774	15.1792	12.5549	17.4835	17.4862	14.7994	15.6375	15.9177	17.0523	17.3176	17.4573
143.0719	353.7288	143.0704	143.0723	15.1828	14.4285	14.3623	14.6897	14.8732	14.1543	14.7483	15.2788	15.3747	14.3872	15.1789	15.5703	14.8207	15.6673	9.9658	15.1754	14.9936	14.8716	15.4673	15.0249	14.2515	15.2432	14.7593	16.2337	15.2139	15.7481	14.1045
143.0718	544.7002	143.0694	143.0727	14.8711	13.5774	12.5574	14.2031	14.5668	14.0038	14.6552	14.751	14.7532	15.0912	14.9697	14.8609	14.9474	14.8365	14.7408	13.0208	12.7636	14.8482	14.7016	13.1276	14.6823	15.0108	14.9533	14.8393	14.9527	14.6938	14.8036
143.1173	139.9111	143.1172	143.1173	14.8058	11.2529	14.1926	13.5394	14.692	14.6605	17.1143	13.5073	13.5264	13.7417	10.7226	12.0351	17.2599	17.2882	17.2372	17.4523	17.4125	17.3445	11.5318	11.2001	10.7758	10.6855	13.193	14.61	13.5874	12.3823	14.2238
143.1173	492.7893	143.1172	143.1173	12.5124	13.8907	14.5018	14.5764	14.2504	13.9145	12.5094	14.2379	12.6927	14.7303	11.3238	13.6308	13.4689	13.1395	12.7385	10.9456	12.8021	12.8083	10.6276	11.1981	12.9001	13.5563	13.8675	11.0913	14.9454	12.131	10.6486
143.5391	156.4774	143.5387	143.5426	13.6829	14.3869	14.8157	15.1888	15.3531	15.2416	13.9959	14.0562	13.5969	14.8231	14.6098	13.9511	13.9414	13.9292	13.8623	14.3059	14.2265	14.0561	14.0689	14.1293	13.7008	13.9991	14.2141	13.7566	13.701	13.6793	14.0144
143.9189	28.84921	143.9189	143.919	17.7381	17.9475	17.0439	16.6168	18.2504	18.2357	17.7277	17.7715	17.6508	18.0423	17.984	17.6446	18.0698	17.9747	17.8633	18.0178	18.3133	17.843	17.9066	17.8332	17.5255	18.0323	17.8307	17.6442	17.766	17.835	17.7595
143.9515	456.2876	143.9515	143.9515	15.2761	13.949	16.697	15.5626	15.5622	11.5932	15.7939	15.5158	15.4079	15.5276	15.6152	15.3699	15.4355	15.3619	15.5628	16.2456	16.2071	15.823	15.9389	13.8232	13.7585	9.9658	15.597	15.5983	15.3783	15.4102	15.4345
143.9581	21.7102	143.9581	143.9587	15.4215	15.1358	14.1532	15.2843	13.864	15.3576	13.7892	14.3654	14.0205	13.8891	14.2107	14.3605	15.2849	15.4185	14.3816	14.2671	14.0068	13.9296	14.4899	13.7275	13.899	14.0165	14.7372	14.2155	15.0159	14.4199	15.3024
143.9803	16.34383	143.9803	143.9803	16.5957	17.0619	16.3816	16.5443	15.5616	14.8066	16.3523	15.6212	16.1153	16.5115	16.5483	16.9823	16.7268	16.7718	16.6112	16.133	15.8324	16.072	15.845	15.7941	15.7443	16.5083	16.7718	16.1819	16.4133	16.4876	16.3946
143.9803	442.1166	143.9803	143.9803	16.309	20.6221	19.3716	15.125	20.5323	9.9658	17.6719	18.1887	15.2942	9.9658	18.1035	17.0036	15.3765	15.7974	17.7274	18.3863	20.3636	20.3615	15.4343	20.3967	18.9981	17.5458	17.6799	17.541	17.0297	9.9658	9.9658
144.0235	317.9056	144.0214	144.0247	17.0243	15.1716	17.857	18.0579	16.8801	17.1	16.2983	14.9024	13.9255	15.003	13.9678	15.0703	14.1526	13.0701	14.4535	16.1454	15.8714	16.2118	15.8087	14.6124	13.6173	14.796	15.3305	14.9487	15.3301	14.6961	15.5044
144.0349	535.7639	144.0345	144.0365	20.2287	20.8582	20.8868	20.223	20.2304	20.2188	16.2922	16.3084	16.3331	17.0896	16.2709	17.2624	16.1666	15.8155	17.3854	16.1809	16.0795	15.7258	15.6074	15.4121	16.9637	17.0077	15.5323	15.5463	15.5185	15.4947	15.521
144.0442	369.0442	144.0416	144.045	15.5649	17.2269	16.8851	13.2318	15.9119	15.7878	18.3895	16.4039	17.7478	17.7032	17.1708	9.5601	11.1237	14.3655	16.1187	11.0465	10.993	15.0497	10.906	16.549	12.158	16.6983	16.5985	11.9146	17.5552	17.3832	17.5201
144.0424	40.92779	144.0397	144.0449	15.5587	14.7957	15.6314	14.9941	15.9878	15.6512	15.4662	13.994	16.7314	14.8194	15.6188	15.322	14.0484	14.1253	13.7642	14.9311	13.4574	16.1539	15.4337	15.4819	13.761	16.1665	15.9049	13.9904	14.2149	13.6192	15.6015
144.0475	547.3389	144.0475	144.0475	18.484	19.0337	19.0382	18.4353	18.4969	18.4186	13.8795	13.8987	13.609	15.2713	13.5289	13.6276	13.9334	13.7953	13.6793	13.7573	13.6613	13.9132	13.9341	13.6589	13.8691	14.0529	13.5942	13.7349	13.9576	14.0293	13.3638
144.0564	110.7668	144.056	144.0567	13.3273	13.1611	14.4096	14.1376	14.0946	13.9522	9.9658	12.8431	12.5925	9.9658	9.9658	9.9658	10.8746	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658	9.9658
144.0649	554.4432	144.0645	144.0652	16.8773	17.6388	17.7133	17.0905	17.5672	17.2341	17.1179	16.7124	16.8782	17.0885	17.6609	17.1115	17.6192	18.0356	17.5531	17.5363	17.052	17.523	16.8952	16.8902	17.543	17.011	16.7066	16.8784	17.4256	16.9044	17.9041
144.1014	55.83403	144.1001	144.1024	17.6483	16.1319	16.2554	15.6959	16.1374	17.8828	15.9494	13.8727	15.8443	16.1366	16.125	16.2943	15.422	15.2968	15.4718	16.6784	15.4872	15.2519	15.9748	16.1439	16.6131	15.9909	16.3946	16.1053	16.6606	15.0084	16.2198
144.1379	66.37392	144.1377	144.1384	20.4201	9.9658	20.7594	17.5661	18.0739	18.1343	20.2367	17.1851	17.8286	17.9733	20.246	20.1454	17.6887	16.5019	16.6521	18.113	20.3303	20.2589	20.2426	17.4305	20.3643	18.9875	17.0381	18.4944	16.3521	20.2249	17.845
144.9182	28.06459	144.9163	144.9183	15.4942	16.2453	9.9658	9.9658	15.5552	16.0355	15.4541	16.1976	15.1815	15.9593	15.6996	15.8362	15.6489	15.8121	16.3395	14.3441	15.4905	16.2733	15.7562	15.6619	15.8678	15.7386	15.6382	15.9109	15.8939	16.2703	15.7168
144.9817	73.30556	144.9816	144.9823	22.0762	20.0871	20.9515	20.46	21.1138	21.4002	20.6678	21.2841	21.3312	21.0237	20.0936	19.6254	21.5539	19.2787	20.8919	17.8849	18.0699	19.0495	21.4021	19.0481	19.7396	21.4358	21.3002	22.3413	18.3248	21.0274	21.1447
144.9815	507.2163	144.981	144.9816	20.4504	19.9733	20.4073	20.7343	21.4642	20.818	20.579	21.1198	21.1015	21.3189	21.0839	21.0878	20.712	20.631	21.8214	20.9956	21.0015	20.8652	20.725	20.6928	20.6629	20.6183	20.6357	21.0215	20.2876	19.8068	18.6699
144.9913	54.43063	144.9908	144.9916	16.3256	15.9474	16.5175	17.1665	15.4939	14.7349	14.9486	14.7182	16.0804	15.1138	15.9593	15.101	14.8876	15.2318	15.7974	15.1348	16.5139	14.1303	15.0025	14.6224	15.5373	16.3024	13.7701	15.1073	14.5041	15.8176	15.3113
144.9914	380.4692	144.9908	144.9915	17.0554	9.9658	18.777	18.2553	18.426	18.1387	16.0521	17.7518	17.5897	16.6789	16.757	16.4368	16.2004	9.9658	9.9658	16.2451	18.3473	16.1801	17.8768	16.3686	15.931	9.9658	9.9658	16.7451	16.3236	13.0652	13.3786
145.0345	39.7346	145.0344	145.0351	18.2398	17.4318	17.6409	18.1217	17.9325	17.4517	17.5725	17.4934	17.6098	17.497	17.2976	17.6521	17.5973	18.1676	17.4659	17.6834	17.7374	17.7424	17.6853	17.5258	17.7852	17.5238	17.5525	17.7105	17.6308	17.5499	17.2873
145.0432	86.61243	145.043	145.0443	17.684	18.1672	18.748	18.2711	17.3984	17.7097	16.4384	16.2173	15.2353	13.9776	14.3206	14.4011	15.6638	14.5983	14.1064	15.733	16.3467	15.6841	15.3762	9.9658	14.7005	14.1264	14.2282	9.9658	15.5836	15.5688	15.6749
145.043	383.9022	145.043	145.0436	13.107	16.1775	16.0828	17.124	16.8375	16.1538	15.9648	15.8686	15.7193	11.1902	14.643	14.8155	12.058	12.7074	9.9658	15.3256	15.231	13.1823	14.1802	9.9658	14.7807	14.5191	14.1824	9.9658	14.5044	14.3358	14.7377
145.0489	506.9422	145.0489	145.049	17.6386	18.68	18.6593	18.875	18.405	19.2115	17.1651	16.9903	19.4289	18.4268	16.8435	9.9658	19.0683	19.2578	17.0404	18.7965	18.3556	18.7017	18.4588	19.1676	16.8198	18.9266	16.4986	18.5909	19.8374	9.9658	16.7894
145.049	57.10764	145.0486	145.0496	16.1472	9.9658	17.2942	17.4591	17.6464	17.5818	19.9751	18.9964	19.6123	17.5859	18.9199	20.2087	20.0639	20.0635	17.2053	17.7375	17.5681	20.1653	19.9627	19.9583	19.3013	17.4617	16.9417	17.1696	18.0529	18.997	17.6101
145.0646	98.73475	145.0643	145.0648	11.7616	14.9358	13.2355	13.6625	14.1208	14.8323	13.073	14.0323	12.6382	14.0624	14.138	13.8234	12.5366	14.1869	12.0153	14.2206	13.1325	13.8601	13.0984	13.8572	9.9658	13.139	12.4503	9.9658	14.1213	14.0913	14.0264
145.0681	531.9815	145.0681	145.0687	14.5466	15.4449	15.4079	16.2109	16.3848	15.4564	9.9658	16.9917	9.9658	9.9658	9.9658	15.4059	15.1387	14.1805	9.9658	15.8438	15.7662	16.4302	16.0048	9.9658	9.9658	9.9658	16.3535	15.4346	15.214	15.5712	9.9658
145.0753	91.1422	145.0753	145.0754	16.5611	15.5618	15.1094	16.7312	16.9395	17.1725	15.358	15.5442	15.1379	15.8943	16.778	17.6826	15.2651	15.419	16.4888	15.8376	15.5151	15.5958	15.5678	17.497	15.7764	15.9227	15.7664	15.2243	15.4923	16.0809	16.0908
145.0753	498.5252	145.0753	145.0754	14.8752	14.7593	12.0862	13.5893	14.1356	14.4904	13.7856	10.8502	10.7234	10.8256	13.6393	11.8925	13.104	13.6958	12.4339	13.7561	12.1277	13.3767	12.9551	11.134	10.9618	13.9277	14.8905	14.3072	14.1401	13.0987	13.0846
145.0858	74.94782	145.0832	145.0885	15.7016	17.404	15.3904	13.8983	15.3885	12.8752	15.7673	14.8632	12.9448	15.434	13.3843	18.2895	15.6842	15.2949	15.2563	16.5756	14.4226	13.8419	14.0806	14.1986	18.2724	18.3177	13.5938	12.3579	15.1743	16.2811	14.0366
145.0855	433.2539	145.0832	145.0885	13.8587	14.446	13.8752	14.5237	14.4328	15.2636	14.2388	14.7322	14.5682	15.5284	14.1658	14.211	15.829	14.7591	14.8951	15.0423	15.84	13.1867	12.0245	13.9667	14.7469	13.7191	13.8452	14.8427	15.5639	16.481	14.6376
145.1216	524.5148	145.1216	145.1223	13.4941	15.11	9.9658	15.7991	13.4116	15.1695	15.563	15.4838	9.9658	14.2568	12.5998	14.439	9.9658	14.3943	15.6341	13.6492	12.623	9.9658	15.5033	15.1276	15.3149	9.9658	9.9658	9.9658	9.9658	15.506	9.9658
145.9162	28.14574	145.9162	145.9162	15.7968	16.8427	15.845	13.7787	16.7447	17.0049	17.1543	16.8936	17.176	16.6426	16.7925	17.1414	16.5196	16.8479	17.3102	16.7227	16.7418	16.4277	16.7019	16.9829	17.0358	16.5824	16.9492	17.2445	17.0227	17.2365	16.5293
145.9536	37.12651	145.9535	145.9542	13.7816	13.8352	13.9921	14.1209	13.5871	13.2862	13.4244	13.5738	13.9335	14.1874	14.1848	14.2256	14.9609	13.7202	13.9426	12.831	13.6924	13.7756	14.244	14.5582	13.6687	13.6919	14.3791	13.5822	14.7715	13.946	14.2778
145.9538	487.3775	145.9535	145.9542	15.1301	17.0496	17.2073	14.8218	16.8539	9.9658	9.9658	15.0924	15.0672	14.6062	11.0484	13.9078	15.0163	15.1947	13.0738	14.5084	14.3861	14.5551	16.9942	16.9348	16.2475	14.2002	14.014	13.5664	16.1618	16.26	14.4316
145.9827	35.63734	145.9802	145.9855	18.6332	16.8155	18.4658	17.9681	18.5147	17.8418	17.4874	17.6571	17.4391	17.4926	17.2912	17.1869	17.1755	17.0266	17.4636	18.2373	17.1699	16.6396	17.5232	16.7504	17.3046	18.2063	17.119	17.571	17.5555	17.6513	17.0705
145.9826	523.5853	145.9781	145.9848	16.8884	17.7343	15.9879	15.9063	16.1689	16.0781	15.799	16.2875	15.9839	16.9044	16.6748	16.2991	16.2893	15.8955	15.9326	16.2075	16.261	16.1585	15.8603	15.9939	15.9944	16.2634	15.8165	15.8868	16.0048	16.6266	16.1432
146.0262	481.2775	146.0261	146.0268	13.0429	12.6145	14.5199	14.0818	11.5969	11.7551	16.8461	16.32	15.954	15.0811	15.4385	10.7526	14.1559	12.3562	13.4182	13.3285	16.7169	15.8757	16.9348	15.6739	14.8501	16.8386	16.9874	17.0826	15.078	16.8823	16.9507
146.0297	86.46157	146.0295	146.0308	16.2588	16.3359	16.7451	16.7632	16.3713	15.4244	19.4488	19.6291	19.6949	19.8621	19.798	19.7709	19.3249	19.2215	19.3302	20.0786	20.1669	20.0078	19.5231	19.5385	19.45	19.5124	19.9169	19.8363	19.2942	9.9658	15.6703
146.0414	163.4671	146.0408	146.0415	14.7602	16.6168	16.7359	16.8786	16.6614	16.6675	16.9237	16.9684	17.0021	17.3269	17.3894	17.272	16.8803	17.128	17.0088	17.1244	17.1689	17.1405	17.1244	17.1833	17.2297	17.0499	17.1393	17.1384	16.9722	16.943	17.0412
146.0507	82.34924	146.0481	146.0525	14.1804	15.191	14.0955	14.4274	14.3923	14.8732	14.6391	12.9406	12.6237	14.913	13.831	13.6274	15.56	15.9402	15.8697	13.6927	14.6224	14.9944	14.7956	13.1798	13.1018	11.6367	14.3589	15.5681	14.6599	14.5223	13.6409
146.0515	390.3886	146.0481	146.0522	14.5862	14.8852	16.196	15.2538	16.46	14.6873	13.865	12.448	14.2947	15.7027	13.8667	13.181	11.1427	10.3875	15.0215	10.7604	15.3977	15.5355	16.1639	14.5576	14.1905	14.9314	12.92	15.4625	14.9277	14.2817	13.5829
146.0595	62.889	146.0595	146.0595	16.8277	19.6468	18.5684	17.9695	18.8115	18.1993	16.6522	16.3611	16.8086	16.9541	17.5483	17.8352	16.5526	15.93	16.475	17.663	17.0988	17.6267	17.6967	15.9216	18.9489	16.2241	18.8629	17.1808	18.8462	16.31	15.3235
146.0807	50.23378	146.0801	146.0815	17.0022	14.7108	14.3035	17.545	16.2995	18.1651	15.8809	17.5903	15.83	18.0052	18.0732	16.4905	17.562	17.5687	18.0197	18.3298	15.8304	18.3	17.9727	17.9166	17.3274	17.0637	17.6114	17.9282	17.6622	17.5705	17.0246
146.0953	317.1764	146.0916	146.0962	12.768	13.3728	10.8115	10.8693	11.4646	13.7722	16.1205	13.9927	17.9351	15.1277	14.9682	10.1953	15.9103	14.7331	16.2908	16.0387	14.6429	15.8576	15.6065	13.7584	14.3277	15.5868	15.7786	14.8411	16.5309	16.1888	15.4518
146.1172	69.4373	146.1168	146.1175	15.6369	9.9658	16.5955	17.9901	16.2415	16.5954	16.5546	16.517	16.9325	16.1057	16.2194	17.0106	16.9369	16.5291	17.8628	17.9866	17.1998	16.6451	17.4589	17.3088	17.4472	17.4176	17.4961	17.399	17.5807	17.5518	17.4884
146.1649	40.69349	146.1649	146.1649	20.4267	20.5546	20.747	20.8393	20.9544	20.948	20.6716	20.9409	20.7586	19.6294	20.5915	20.9479	20.0097	20.3079	20.2438	21.1058	21.2284	21.4904	22.2391	22.3182	22.2543	22.0912	22.1301	22.1913	21.7716	21.7432	21.694
146.5241	93.99897	146.5241	146.5241	14.7425	14.5025	14.8624	15.0681	14.9585	15.0191	15.6656	15.865	15.7021	15.4254	15.6016	15.6734	15.6403	15.5747	15.6834	15.8234	15.9649	15.9773	9.9658	7.9492	8.7421	9.9658	9.9658	9.9658	10.9731	9.9658	9.9658
146.9611	38.92095	146.9597	146.9614	17.2495	16.0587	15.5127	15.8048	17.2342	15.7663	15.0005	16.1231	16.7324	15.5249	15.0751	16.4728	16.159	16.0233	16.0205	16.0716	15.6107	15.3934	14.7596	15.2168	15.1346	16.1698	16.1811	15.3211	14.9217	15.9561	15.1897
146.9797	77.98362	146.9796	146.9802	21.1012	18.2457	19.7155	20.6009	20.5261	20.3595	18.5457	19.7785	19.6984	18.3167	20.3011	21.2637	20.5233	20.2056	20.1888	17.2171	19.4183	18.2272	20.6139	19.8275	17.2156	20.1736	20.2491	20.3607	20.6361	19.9151	18.1352
146.9796	496.5677	146.9796	146.9796	19.3107	18.8183	19.2612	19.5253	20.4921	19.7144	19.4765	20.0625	19.7882	20.3544	19.9595	20.4391	19.6352	19.5309	19.6107	19.8732	19.9004	19.7717	20.1957	20.1057	19.5571	19.5058	19.5404	19.5565	19.1896	18.729	19.7374
